Count,Customer ID,Customer Name,Customer Type,Service Voltage,Phase
10570,5050031451,"COSTELO, AILEEN BURANDAY",RES1,240,1
10571,2020012359,"LAYAGUE, EMMANUEL SALCEDA",RES1,240,1
10572,2020012360,"PHIL. RUSI, INC.",COM3,240,1
10573,2020051973,"618 LSFC, INC.",COM1,240,1
10574,2020062098,"SABILLO, LORENZO RIEL",RES4,240,1
10575,2020121734,"ORIOQUE, ROLAND GIL ABALLA",RES1,240,1
10576,2020141957,"AGUILAR, IRISH",RES1,240,1
10577,2020141958,"PASCUAL, ESTERBELLE NODADO",RES3,240,1
10578,2020151226,"SALVEDIA, JIMMY BACORDO",RES1,240,1
10579,2020151225,"ORSAIZ, MARLYN BAYONG",RES1,240,1
10580,2020161574,"MAKABENTA, JERAFE BENEGAS",RES3,240,1
10581,2020180713,"TILAN, ERLINDA APETIN",RES1,240,1
10582,2020280410,"PERALTA, JELOU GARCIA",RES1,240,1
10583,2020550509,"VEGA, LORETA NALDO",RES1,240,1
10584,2020550535,"GARRATA, CORAZON/ VICTORIANO",RES1,240,1
10585,2020550513,"CHING, JENNIFER BACAY",RES3,240,1
10586,2020550525,"METRAN, JEVUEL CUSTAN",RES1,240,1
10587,2020550527,"GARILLO, RENAN NALDO",RES1,240,1
10588,2020550511,"SABINO, SOTERA COSTELO",RES1,240,1
10589,2020550519,"CANEJA, FERNANDO CATOR",RES1,240,1
10590,2020550521,"UMPACAN, EUSEBIO",RES2,240,1
10591,2020550514,"ORIOL, ROSELYN MAJUCA",RES1,240,1
10592,2020550531,"MOVIDO, BRANDO PILAPIL",RES2,240,1
10593,2020550510,"BERSANO, RUFO CAHULOGAN",RES1,240,1
10594,2020550512,"NAAGAS, CRISTINE",RES1,240,1
10595,2020550533,"FELSON III, STUART APILADO",RES1,240,1
10596,2020550534,"TABLO, DENNIS DAGASDAS",RES3,240,1
10597,2020550508,"ROSALES, REGINE",RES1,240,1
10598,2020550529,"CAMPOSANO, JOSEPH OLEDAN",RES1,240,1
10599,2020550530,"SASABO, MARLYN PERINO",RES2,240,1
10600,2020550532,"CRUZ, REYNANTE LU-ANG",RES2,240,1
10601,2020550516,"DAGANASOL, SUSAN FLORENDO",RES1,240,1
10602,2020550523,"NEGADO, ANNILYN ASIS",RES2,240,1
10603,2020550524,"MENDOZA, MARICEL A./JESSIE",RES2,240,1
10604,2020550536,"SIAPO, LANI B.",RES1,240,1
10605,2020550517,"SALAZAR, VIOLETA LUCHAVEZ",RES1,240,1
10606,2020550520,"ROMO, GLORIA APILAR",RES2,240,1
10607,2020550522,"ANZANO, CHRISTINA I",RES2,240,1
10608,2020550526,"DAYOJA, ELENA BELICARIO",RES1,240,1
10609,2020550515,"SUMAYA, ANN DELMA IPIL",RES1,240,1
10610,2020550518,"NAADAT, MARY GRACE OBO",RES1,240,1
10611,2020560015,"BAYLON, PERLA CABALLES",RES3,240,1
10612,2020560018,"MACALALAG, MARIBEL C.",RES1,240,1
10613,2020560043,"NICANOR, RAZEL I.",RES1,240,1
10614,2020560097,"IRLANDEZ, RIZA M.",RES1,240,1
10615,2020560012,"IRLANDEZ, RITA MORALLOS",RES3,240,1
10616,2020560001,"NEPOMUCENO, CLEOFE N.",RES3,240,1
10617,2020560004,"IRLANDEZ, RYAN M.",RES1,240,1
10618,2020560017,"PERUDA, MERLINA M.",RES3,240,1
10619,2020560023,"NEGADO, SUSIE KADILE",RES1,240,1
10620,2020560053,"NICANOR, BENJAMIN OBANIL",RES2,240,1
10621,2020560100,"SAN PEDRO, CHARITO H",RES1,240,1
10622,2020560026,"NICANOR, MARIBETH P.",RES1,240,1
10623,2020560033,"SAMORANOS, ROSITA M.",RES1,240,1
10624,2020560056,"PALMES, ROSALIA I.",RES1,240,1
10625,2020560060,"URMENETA, JAIME S.",RES3,240,1
10626,2020560061,"PADOGA, MARGARITA CUSTODIO",RES2,240,1
10627,2020560064,"CABALLES, EMMA E.",RES3,240,1
10628,2020560079,"NARBONITA, MA. LUZ PARENA",RES2,240,1
10629,2020560089,"ALDAYA, ANALYN OBANIL",RES2,240,1
10630,2020560095,"NIERVES, VIRGINIA P.",RES1,240,1
10631,2020560098,"MISON, RHODERICK LIGUTAN",RES1,240,1
10632,2020560116,"PANIM, GUILLERMA",RES1,240,1
10633,2020560007,"BACULANTA, MARILOU L.",RES1,240,1
10634,2020560046,"GERALDO, ROSITA LIGUTAN",RES1,240,1
10635,2020560071,"CABALLES, THELMA PARENA",RES2,240,1
10636,2020560081,"MACALALAG, GISELLE N.",RES1,240,1
10637,2020560084,"URMENETA, NEIL MACALALAG",RES1,240,1
10638,2020560119,"NEDIC, CARMEN",RES3,240,1
10639,2020560013,"IRLANDEZ, ALEXANDRA",RES1,240,1
10640,2020560029,"FERNANDEZ, CAROLINA BACULANTA",RES1,240,1
10641,2020560065,"FRANCISCO, ZENAIDA BARDELOSA",RES1,240,1
10642,2020560068,"ROSALES, EMMA C.",RES1,240,1
10643,2020560087,"PANIM, RONALYN C.",RES1,240,1
10644,2020560102,"VELUNTA, AILENE PANIM",RES2,240,1
10645,2020560109,"NIEGAS, AIZA ESTO",RES1,240,1
10646,2020560123,"IRLANDEZ, CORAZON P.",RES3,240,1
10647,2020560021,"LIM, RODULFO F.",RES2,240,1
10648,2020560049,"MADURO, RUSSEL BINGHOY",RES1,240,1
10649,2020560050,"ALDAYA, RODOLFO O.",RES2,240,1
10650,2020560051,"DOLLETE, ODETH",RES1,240,1
10651,2020560054,"PANIM, VELEGIN RAGSAG",RES2,240,1
10652,2020560072,"CABALLES, MARIA",RES1,240,1
10653,2020560077,"LLOREN, GINA D.",RES3,240,1
10654,2020560082,"LIGAD, LENI MACALALAG",RES1,240,1
10655,2020560085,"MACALALAG, FELY ARIZALA",RES1,240,1
10656,2020560088,"GARCIA, PABLO FLORES",RES3,240,1
10657,2020560093,"DUGANG, LINDA MACALALAG",RES1,240,1
10658,2020560101,"SAMORANOS, VILLA VELUNTA",RES2,240,1
10659,2020560108,"PALMES, BENEDICTO G.",RES1,240,1
10660,2020560120,"SAMORANOS, TARCELITA",RES2,240,1
10661,2020560059,"BACULANTA, VIOLETA C.",RES2,240,1
10662,2020560067,"CAUBALEJO, LINA V.",RES1,240,1
10663,2020560106,"LUCELO, RONICO U. JR.",RES1,240,1
10664,2020560124,"MANLOY, ELEMENTARY SCHOOL",RES1,240,1
10665,2020560125,"PARENA, ADELAIDA MACALALAG",RES1,240,1
10666,2020560002,"IRLANDEZ, ALLAN PETILOS",RES1,240,1
10667,2020560005,"IRLANDEZ, JEMARK MORANA",RES1,240,1
10668,2020560008,"LAGUMBAY, MARIA",RES1,240,1
10669,2020560036,"MACALALAG, LIZA LAWAAN",RES2,240,1
10670,2020560074,"HAMTIG, REMEDIOS",RES1,240,1
10671,2020560080,"DOLLETE, TERESITA VILLARIN",RES1,240,1
10672,2020560111,"BACULANTA, REGIE Q.",RES2,240,1
10673,2020560117,"PANIM, MARICEL P.",RES2,240,1
10674,2020560118,"NEDIC, JONALYN GELIZON",RES1,240,1
10675,2020560034,"MACALALAG, LEMUEL JURILLA",RES1,240,1
10676,2020560096,"PANIM, JOSE",RES2,240,1
10677,2020560003,"IRLANDEZ, NIMFA M.",RES2,240,1
10678,2020560031,"MACALALAG, CARIDAD JURILLA",RES1,240,1
10679,2020560016,"MACALALAG, MARINO JR.",RES1,240,1
10680,2020560020,"REYES, GASPARI I. JR",RES4,240,1
10681,2020560024,"MACALALAG, ROLANDO IRLANDEZ",RES1,240,1
10682,2020560039,"MACALALAG, MARIVIC O.",RES1,240,1
10683,2020560040,"IRLANDEZ, MA. LUCIA B.",RES2,240,1
10684,2020560041,"MACALALAG, BIENVENIDO B.",RES2,240,1
10685,2020560044,"MISON, WILSON I.",RES2,240,1
10686,2020560075,"DECHOSA, ROEL P.",RES2,240,1
10687,2020560078,"MACALALAG, REMEDIOS P.",RES1,240,1
10688,2020560107,"SAN PEDRO, JENELYN PEÑAFLOR",RES2,240,1
10689,2020560006,"NIVAL, MARIBETH I.",RES1,240,1
10690,2020560022,"NEGADO, ARMANDO M.",RES4,240,1
10691,2020560027,"IRLANDEZ, AIDA T.",RES2,240,1
10692,2020560047,"AREVALO, MILAGRO LOTINO",RES2,240,1
10693,2020560052,"GELIZON, CECENIA NICANOR",RES1,240,1
10694,2020560055,"OBANIL, JONALYN INFANTE",RES1,240,1
10695,2020560058,"BACULANTA, EFREN",RES1,240,1
10696,2020560063,"OBANIL, MARITES NIEGAS",RES1,240,1
10697,2020560114,"SAMORANOS, NORA W.",RES1,240,1
10698,2020560030,"IRLANDEZ, ILUMINADA NIERVES",RES2,240,1
10699,2020560057,"BACULANTA, AILYN MAE B.",RES1,240,1
10700,2020560115,"PANIM, ANASTACIO",RES1,240,1
10701,2020560009,"BACULANTA, MERLIE GARCIA",RES1,240,1
10702,2020560076,"DECHOSA, JERALLE MACALALAG",RES1,240,1
10703,2020560103,"MACALALAG, CHARLIE R.",RES1,240,1
10704,2020560121,"SAN PEDRO, MARILYN P",RES2,240,1
10705,2020560086,"NARBONITA, JOCELYN MACALALAG",RES2,240,1
10706,2020560090,"PANIM, NORMA C.",RES1,240,1
10707,2020560094,"NIERVES, CHRISTOPHER P.",RES2,240,1
10708,2020560104,"NIEGAS, JENNY GOMES",RES2,240,1
10709,2020560122,"BACULANTA, VIRGILIO I.",RES3,240,1
10710,2020560019,"MACALALAG, ROSALINDA P.",RES4,240,1
10711,2020560025,"DANTE, GLADYS I.",RES2,240,1
10712,2020560028,"IRLANDEZ, ERLINDA M.",RES3,240,1
10713,2020560037,"IRLANDEZ, GIL MICHAEL M.",RES3,240,1
10714,2020560042,"SAN PEDRO, JONATHAN M.",RES3,240,1
10715,2020560045,"NICANOR, MYRNA NALDO",RES2,240,1
10716,2020560073,"MADARANG, RUBEN M. JR.",RES2,240,1
10717,2020560083,"NOLAN, ASTERIA M.",RES1,240,1
10718,2020560099,"ROQUE, EMELINDA N.",RES1,240,1
10719,2020560113,"SAN PEDRO, DIOSDADO PORRAL",RES4,240,1
10720,2020560010,"CONDALOR, ROMEO LIANZA",RES1,240,1
10721,2020560011,"IRLANDEZ, MARILOU T.",RES2,240,1
10722,2020560014,"NARBONITA, LUCENDA IRLANDEZ",RES1,240,1
10723,2020560032,"ALTAREJOS, LIZA MACALALAG",RES1,240,1
10724,2020560035,"PARENA, MERLA",RES2,240,1
10725,2020560038,"ARGUILLES, SIXTA LLAVORE",RES4,240,1
10726,2020560066,"URMENETA, JOSE NOLY",RES3,240,1
10727,2020560105,"PALMES, VIRGILIO GRATEJA",RES1,240,1
10728,2020560110,"NIEGAS, AGAPITA GOMEZ",RES3,240,1
10729,2020012361,"CAÑAMAQUE, SHIELA SUICO",RES1,240,1
10730,2020051975,"PROFETANA, EDWIN",RES1,240,1
10731,2020101087,"BACARISAS, JERRY NARIDO",RES1,240,1
10732,2020110735,"MADERAZO, FLORENCIA",RES1,240,1
10733,2020111146,"PASCUAL, CIPRIANO DOROJA",RES2,240,1
10734,2020111142,"BOLONDRO, GINA MAKABENTA",RES2,240,1
10735,2020111148,"GAYOLA, SUSAN ETONG",RES3,240,1
10736,2020111147,"DOLLER, ALICIA B",RES2,240,1
10737,2020111149,"NARIDO, WHARREN TADEFA",RES1,240,1
10738,2020111144,"PALAÑA, MA. ESMERALDA ORDOÑA",RES3,240,1
10739,2020111143,"ORA, RICO P",COM1,240,1
10740,2020111145,"SOLAR, EDGAR ORIOL",RES3,240,1
10741,2020121717,"NALDA, SALVACION SABILA",RES1,240,1
10742,2020121736,"PADILLOS, JAY ORIOQUE",RES1,240,1
10743,2020121683,"ORTULA, SUNDY FLORENDO",RES1,240,1
10744,2020121735,"RONDINA, TEOFILA CALIM",RES3,240,1
10745,2020121723,"AGUILOS, ALVIN FLORENDO",RES1,240,1
10746,2020121716,"SERANTE, MELBA PERANTE",RES3,240,1
10747,2020121661,"GALDO, ANGELINA FLORENDO",RES2,240,1
10748,2020121640,"TUPAZ, JEFFREY R.",RES1,240,1
10749,2020121669,"BADIABLE, BRANDO PASCUAL",RES2,240,1
10750,2020121666,"AMISTOSO, MELANE F",RES1,240,1
10751,2020141959,"NARIDO, CHARITA B",RES1,240,1
10752,2020141960,"NICANOR, JODEL BADILLA",RES1,240,1
10753,2020161576,"DAGALEA, FLORENTINO INDINA",RES1,240,1
10754,2020171588,"WAEL, JUZAIL CAROLINO",RES1,240,1
10755,2020171589,"NICANOR, RONACIN JAVINES",RES1,240,1
10756,2020180714,"PETALLANA, RICHARD LIGUTAN",RES1,240,1
10757,2020180715,"PETALLANA, ROBERT LIGUTAN",RES1,240,1
10758,2020201172,"ABORQUE, GINA PADILLA",RES1,240,1
10759,2020201171,"BELITA, ARLENE AUSTRIA",RES1,240,1
10760,2020250369,"ORIOL, GINGIELYN DAANG",RES1,240,1
10761,2020340725,"SURI, JOY ORQUILLA",RES2,240,1
10762,2020360377,"RAÑIN, HUBERT",RES3,240,1
10763,2020410692,"OLEDAN, LORNA NALDA",RES1,240,1
10764,2020430159,"NARTEA, CRIS MESHEL",RES2,240,1
10765,2020550562,"CUARTERO, JOSEPH BATAN",RES1,240,1
10766,2020550538,"BALIDA, JOSE PANILAWON",RES1,240,1
10767,2020550547,"SUELA, DANILO CANONEGO",RES1,240,1
10768,2020550560,"TRANI, PRIMA ARASA",RES1,240,1
10769,2020550545,"BACTOL, JIEGER YUNTING",RES1,240,1
10770,2020550548,"MANICANI, MARICEL CONGE",RES1,240,1
10771,2020550557,"BRIONES, EVA",RES1,240,1
10772,2020550537,"BRAZIL, ESTER",RES1,240,1
10773,2020550541,"DABAN, LEONIL BACHA",RES1,240,1
10774,2020550555,"MAKABENTA, JESUS",RES1,240,1
10775,2020550558,"DALANON, REBECCA PAZ",RES1,240,1
10776,2020550551,"SIOS-E, CORAZON BATALLA",RES1,240,1
10777,2020550559,"AYASO, IMELDA",RES2,240,1
10778,2020550561,"TRONO, CHERYL BARCOMA",RES2,240,1
10779,2020550549,"PALANAS, MARITES YABAO",RES1,240,1
10780,2020550554,"GARILLO, AMILYN P.",RES1,240,1
10781,2020550543,"DAANG, MARIETA ALIDO",RES1,240,1
10782,2020550539,"CABIA-AN, TIMOTEO ILAD",RES1,240,1
10783,2020550544,"JAVIER, JAYSON CANTIVEROS",RES1,240,1
10784,2020550553,"MACARANDAN, EDUARDO M.",RES1,240,1
10785,2020550540,"HOMERES, MARIETA SANGRANO",RES3,240,1
10786,2020550542,"JAVINES, CIPRIANO JR. SULAYAO",RES3,240,1
10787,2020550546,"CATAN, ROXANNE NAPOLES",RES1,240,1
10788,2020550550,"VENDERO, MARIA MACABENTA",RES2,240,1
10789,2020550552,"MASION, ROSIE L.",RES2,240,1
10790,2020550564,"TAMAYO, JENNIFER OBANA",RES1,240,1
10791,2020550563,"CANTIVEROS, ELMER G.",RES1,240,1
10792,2020560128,"BACULANTA, EVANGELINA TILAN",RES1,240,1
10793,2020560048,"NICANOR, EUGENIA O.",RES1,240,1
10794,2020560126,"MACALALAG, MYLA S",RES3,240,1
10795,2020570008,"NARIDO, RICARDO CAÑESO",RES1,240,1
10796,2020570060,"NIDERA, LILIBETH",RES4,240,1
10797,2020570102,"MAKABENTA, JOAN DAANG",RES2,240,1
10798,2020570002,"DE LA TORRE, DORINA PRADA",RES2,240,1
10799,2020570009,"MESA, JUDY ANN",RES1,240,1
10800,2020570101,"SIAPO, VIRGILDA G",RES1,240,1
10801,2020570108,"QUELBIO, BERGILDA B./ EDMONDO",RES2,240,1
10802,2020570014,"BUSTILLO, MYRA ABIAN",RES1,240,1
10803,2020570057,"ABLEHAN, BELINDA DOLYENDO",RES1,240,1
10804,2020570061,"ORBISO, ERLINDA ANTOC",RES1,240,1
10805,2020570023,"CODERA, MICHAEL ENGRESO",RES1,240,1
10806,2020570068,"GRAMA, CARLOS BACAY",RES1,240,1
10807,2020570072,"ABORCA, EMILIE C.",RES2,240,1
10808,2020570018,"BUGAL, RAMEL LIGUTAN",RES1,240,1
10809,2020570036,"GOZA, LEAH BACARISAS",RES2,240,1
10810,2020570063,"FLORES, FEDERICO JR DAGANASOL",RES1,240,1
10811,2020570098,"CAGASCAS, IVY V.",RES1,240,1
10812,2020570065,"PERUDA, ALEJANDRO BACATAN",RES1,240,1
10813,2020570003,"LANDRITO, WILSON PILANDE",RES2,240,1
10814,2020570010,"GO, JEAGA SALVO",RES2,240,1
10815,2020570024,"MACALALAG, RODOLFO IMUS",RES1,240,1
10816,2020570026,"FORSUELO, ABDON B. JR",RES1,240,1
10817,2020570005,"JAO, EPIFANIO JR. SEVILLA",RES2,240,1
10818,2020570011,"BALIDA, CONSTANCIO PANILAWON",RES1,240,1
10819,2020570012,"OPETINA, MARIANO SABLADA",RES1,240,1
10820,2020570019,"DONZAL, WILFREDO ALVAREZ",RES1,240,1
10821,2020570044,"PERUDA, ROGINE BUSTILLO",RES1,240,1
10822,2020570092,"ARIZO, LUZ BACARISAS",RES1,240,1
10823,2020570099,"ABAINZA, ANITA",RES2,240,1
10824,2020570021,"CODERA, CERIA BACO",RES1,240,1
10825,2020570028,"BALENDO, JUSTINO LONGSOD",RES1,240,1
10826,2020570041,"LIGUTAN, ADELINA PERIÑA",RES2,240,1
10827,2020570042,"GARIANDO, RALPH ORIOQUE",RES1,240,1
10828,2020570049,"RAGAS, ABIGAIL AGUNOS",RES3,240,1
10829,2020570058,"CARAO, MATEO JR. REPOLLO",RES2,240,1
10830,2020570074,"GASPAR, MARBY DABILBIL",RES1,240,1
10831,2020570084,"BRAZIL, LEO CANABE",RES1,240,1
10832,2020570103,"GAYOLA, RYAN C.",RES1,240,1
10833,2020570013,"LABARIÑO, MARILYN",RES1,240,1
10834,2020570030,"AGUILAR, LEO GAMBA",RES1,240,1
10835,2020570031,"DELVO, RIZA LUMBAT",RES1,240,1
10836,2020570039,"PANIM, GABRIEL OGNILLA",RES3,240,1
10837,2020570048,"VILLARANTE, ALEXANDER PERMALAN",RES1,240,1
10838,2020570076,"YEE, SALOME M",RES3,240,1
10839,2020570104,"NUÑEZA, MARISSA J",RES1,240,1
10840,2020570007,"DE LA PEÑA, ERLINDA BACARISAS",RES3,240,1
10841,2020570095,"VALDEZ, EDSON MONTINO",RES1,240,1
10842,2020570093,"GARRATA, FRANCISCO LAGADO",RES1,240,1
10843,2020570100,"OLEDAN, ELENA",RES2,240,1
10844,2020570020,"GARRATA, DISCORO LAGADO",RES1,240,1
10845,2020570022,"OLEDAN, RUBEN DAYOJA",RES1,240,1
10846,2020570029,"COSTELO, JANET GERALDO",RES2,240,1
10847,2020570035,"GALLARDE, ANGELINA NACUA",RES1,240,1
10848,2020570040,"BRIER, GILDELISA ORIOL",RES1,240,1
10849,2020570051,"ORDOÑA, GIL MARK",RES1,240,1
10850,2020570064,"DAVOCOL, ALVIN BACTOL",RES1,240,1
10851,2020570055,"BORRICO, ROSEMARIE CODERA",RES1,240,1
10852,2020570071,"OLFATO, MARITA S.",RES1,240,1
10853,2020570088,"GONGOB, SHERYL ETANG",RES2,240,1
10854,2020570004,"ABAINZA, CESARIO DONZAL",RES1,240,1
10855,2020570006,"CARZON, FELICITAS ACERDEN",RES2,240,1
10856,2020570025,"FORSUELO, MARVIN GARCIA",RES2,240,1
10857,2020570033,"TAFALLA, JOHNSON RAMOS",RES1,240,1
10858,3030051847,"HOLASCA, MELODIA BOCTOT",RES1,240,1
10859,3030051845,"BELLO, ISAIAS ARPON",RES1,240,1
10860,3030051852,"BACHILLER, RICHARD CRIBELLO",RES1,240,1
10861,3030051849,"LUCENIO, FRUTO JUMAO-AS",RES2,240,1
10862,3030051851,"CRUZ, JENNALYN A.",RES1,240,1
10863,3030051844,"VILLAVICENCIO, RENATO ANDALES",RES1,240,1
10864,3030051843,"MECINA, MARIBEL CAONES",RES1,240,1
10865,3030051846,"ALBERCA, ROWENA GERALDO",RES2,240,1
10866,3030051850,"EMNAS, EFREN CLORES",RES1,240,1
10867,3030051848,"DECULAWAN, ARTEMIO MARSOL",RES3,240,1
10868,3030340214,"PADILLO, RODOLFO  JR. P.",COM2,240,1
10869,5050012241,"URIBE, NENITA",RES1,240,1
10870,5050012242,"SARI, MARITES C.",RES1,240,1
10871,2020012362,"VILLAFLOR, CASTULO IV JR SEBASTIAN",RES3,240,1
10872,2020051974,"BACTOL, AMELYN SALVACION",COM1,240,1
10873,2020062099,"OBRADAS, REYNALDO CORTEZ",RES3,240,1
10874,2020121738,"ORTULA, JONALYN SUMAYAO",RES1,240,1
10875,2020151227,"MEREDOR, ANTHONY QUILESTE",RES1,240,1
10876,2020340727,"GARIANDO, LOLITA",RES1,240,1
10877,2020480393,"GAVIOLA, JOSE RALPH RIEL",RES3,240,1
10878,2020550566,"ANTOC, ADONA SANGRANO",RES2,240,1
10879,2020550567,"HISOLA, MICHAEL T.",RES3,240,1
10880,2020550565,"VALDEZ, ZENAIDA",RES3,240,1
10881,2020550568,"ANTONIO, MARIAN",RES1,240,1
10882,2020550556,"MUTYA, JIMMY BUENA",RES1,240,1
10883,2020570062,"MALABANAN, NEIL ANGELO TOMAS",RES1,240,1
10884,2020570073,"CADIENTE, MARITA PARABOLES",RES3,240,1
10885,2020570027,"OBANIL, ELIZABETH ROQUE",RES1,240,1
10886,2020570079,"QUINTELA, KIM PIL",RES4,240,1
10887,2020570082,"CLARO, PABLO A.",RES1,240,1
10888,2020570089,"LUMACAD, ALEJANDRO TANCINCO",RES1,240,1
10889,2020570087,"ROMO, TERESITA DELANTAR",RES1,240,1
10890,2020570091,"DAANG, MANUEL A.",RES1,240,1
10891,2020570034,"RAMA, GEMMALYN",RES1,240,1
10892,2020570119,"FORSUELO, ALEJANDRO",RES1,240,1
10893,2020570120,"BERNABE, RENITA D",RES3,240,1
10894,2020570083,"BAJA, LECEL CAGATA",RES1,240,1
10895,2020570046,"CODERA, ANA MARIE ENGRESO",RES1,240,1
10896,2020570067,"PIAD, CRESCENCIA PILANDE",RES1,240,1
10897,2020570111,"VELASQUEZ, DELIA",RES1,240,1
10898,2020570112,"MUTYA, JEMELY N.",RES1,240,1
10899,2020570118,"AVENDAÑO, FLORDELIZA",RES3,240,1
10900,2020570017,"LOYOLA, MARITES DACOMA",RES2,240,1
10901,2020570122,"GARRATA, ELPEDIO",RES1,240,1
10902,2020570032,"REYES, MARCELITA ROÑO",RES1,240,1
10903,2020570059,"LOYOLA, LUCENA DACOMA",RES3,240,1
10904,2020570121,"VELUNTA, ZOSIMO N.",RES1,240,1
10905,2020570052,"COLIBAR, ANTONIIETTA M.",RES3,240,1
10906,2020570043,"MENDOZA, ROBERTO BURRE",RES1,240,1
10907,2020570110,"RELEVO, JOSEFINA CABELLO",RES2,240,1
10908,2020570045,"ARRADAZA, ROBINA BERDIN",RES2,240,1
10909,2020570113,"QUIDLAT, ARCHIE NEDIRA",RES1,240,1
10910,2020580002,"DELMO, ROSENDA M.",RES1,240,1
10911,2020580008,"PIGAR, DARLYN B.",RES1,240,1
10912,2020580023,"PIAD, MANUEL BRAZIL JR.",RES1,240,1
10913,2020580024,"NIERVES, MA. ELENA VALIENTE",RES2,240,1
10914,2020580001,"GONZALES, JOSUA NIEGAS",RES1,240,1
10915,2020580015,"DOLLETE, DOLORES TILAN",RES1,240,1
10916,2020580017,"MISON, ALECIA T.",RES1,240,1
10917,2020580013,"ALICANTE, ANGELO TILAN",RES1,240,1
10918,2020580014,"TERANTE, AMOR SUELO",RES1,240,1
10919,2020580007,"NIDEA, JEFFREY GONZALES",RES1,240,1
10920,2020580020,"ROSAL, JIMMY",RES1,240,1
10921,2020580026,"RAGSAG, GENEFER CABALLES",RES1,240,1
10922,2020580005,"NIDEA, RICKY PACADA",RES1,240,1
10923,2020580003,"REGALADO, JENNY MERWAR",RES2,240,1
10924,2020580004,"NIDEA, JOSELYN PACANIA",RES1,240,1
10925,2020580021,"NIEGAS, AL MAKABENTA",RES1,240,1
10926,2020580028,"SAN PEDRO, LOLITA",RES2,240,1
10927,2020580022,"RATA, CRISTINA S.",RES1,240,1
10928,2020580010,"NIDEA, CARMELITA G.",RES1,240,1
10929,2020580016,"MISON, REMEDIOS S.",RES2,240,1
10930,2020580019,"OBANIL, ANNE NIEGAS",RES1,240,1
10931,2020580011,"TRONZON, FELICIANO NATIAL SR.",RES2,240,1
10932,2020580012,"ALICANTE, TEOFILA N.",RES1,240,1
10933,2020580018,"OBANIL, ASUNCION N.",RES1,240,1
10934,2020580025,"MELGAR, ERVING GRESOLA",RES2,240,1
10935,2020580006,"NIDEA, ROWEN PACANIA",RES1,240,1
10936,2020580009,"JUSTO, MARICEL ANATACIO",RES1,240,1
10937,2020580027,"ENCARNACION, MINERVA N.",RES1,240,1
10938,2020012363,"LABARDA, MARIZ ELAINE MIRALLES",RES1,240,1
10939,2020012364,"ROTAIRO, DAYNA",RES2,240,1
10940,2020012283,"MONTALBAN, ALICIA",RES1,240,1
10941,2020021687,"REMEDIO, HAYDEE CHRISTINA RICACHO DOOR2",COM1,240,1
10942,2020021168,"LUMAKAD, MILA",RES1,240,1
10943,2020021688,"REMEDIO, HAYDEE CHRISTINA RICACHO DOOR1",COM1,240,1
10944,2020021689,"DRILON, OMY YACAP",RES2,240,1
10945,2020030110,"CABALLES, REYNALDO",RES1,240,1
10946,2020041672,"ZABALAN, JULIANA DAGALEA",RES1,240,1
10947,2020051976,"MACAPUS, BARTOLOME ORIOL",RES4,240,1
10948,2020060930,"ASOY, CRISANTO",RES1,240,1
10949,2020062100,"IRLANDEZ, EMMANUEL FULGUERAS",RES4,240,1
10950,2020062101,"ACEBU, ARNULFO R.",COM1,240,1
10951,2020071509,"ESLERA, DEMETRIO NARTEA",RES1,240,1
10952,2020081407,"CONDALOR, IRENE MAE ROSIMA",RES1,240,1
10953,2020081406,"TAMACA, JAKE LIGUTAN",RES2,240,1
10954,2020091612,"ARGUELLES, DIEGO ACEBO",RES2,240,1
10955,2020091613,"NIDERA, BASILIO JR. CABIAS",RES1,240,1
10956,2020100295,"PACETES, JESUS B.",RES2,240,1
10957,2020100470,"MAKABENTA, ZACARIAS",RES1,240,1
10958,2020111156,"PASCUAL, MARIA RAJIL",RES2,240,1
10959,2020111157,"BILLONES, ANDREW  COJEDA",RES2,240,1
10960,2020120555,"BACATAN, LORETA",RES1,240,1
10961,2020121725,"BASEA, HAMLET MOLO",RES1,240,1
10962,2020121740,"COSTELO, FERNANDO JR. DOROJA",RES1,240,1
10963,2020121722,"BARQUEZ, CRISPULO BACALTOS",RES1,240,1
10964,2020121600,"MAYLON, MARIA T.",RES1,240,1
10965,2020121724,"PADILLOS, JUVY O",RES1,240,1
10966,2020121712,"NALDA, ROBERTO DIGMAN",RES1,240,1
10967,2020121739,"BELLO, EDERLINA MISAGAL",RES1,240,1
10968,2020121737,"CARIGARA, EVSU CAPMUS",COM1,240,1
10969,2020141962,"ABAYAN, THELMA ANOS",RES1,240,1
10970,2020141961,"SUMACOT, CYNTHIA OLEDAN",RES2,240,1
10971,2020141385,"BRUN, CONCEPCION P.",RES1,240,1
10972,2020151228,"TABLAZON, LIEZEL LLAGAS",RES2,240,1
10973,2020150111,"RANCE, REYNALDO",RES4,240,1
10974,2020151229,"POTOLIN, DEVORA PIAD",RES1,240,1
10975,2020161594,"PANER, REYNART LABORTE",RES1,240,1
10976,2020161577,"HIDALGO, GUILBERT TOLOSA",RES2,240,1
10977,2020161593,"CARATAO, AILENE PEPITO",RES1,240,1
10978,2020161582,"CORIA, MARIVIC POLINAR",RES1,240,1
10979,2020161591,"IBAL, MELBA AGUDO",RES1,240,1
10980,2020161586,"DRANTINAO, ABUNDIA TUBIL",RES1,240,1
10981,2020161589,"VEGA, ELVIRA CASTRO",RES1,240,1
