Count,Secondary Distribution Line ID,From Bus ID,To  Bus ID,Phasing,Installation Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) 
917,UBA0914,S100-13ax15-013,S100-13ax15-012,CN,1,66,ACSR,2,AWG
918,UBA0915,S100-13ax15-014,S100-13ax15-013,CN,1,77,ACSR,2,AWG
919,UBA0916,S100-55-04-0002,S100-55-04-0001,CN,1,69,ACSR,2,AWG
920,UBA0917,S100-55-04-0003,S100-55-04-0004,CN,1,64,ACSR,2,AWG
921,UBA0918,S100-55-04-0003,S100-55-04-0002,CN,1,55,ACSR,2,AWG
922,UBA0919,S100-55-04-0004,S100-55-04-0005,CN,1,72,ACSR,2,AWG
923,UBA0920,S100-55-04-0005,S100-55-04-0006,CN,1,82,ACSR,2,AWG
924,OSA0921,S100-55-04-0006,S100-55-04-006A,CN,2,55,ACSR,2,AWG
925,UBA0922,S100-55-04-0006,S100-55-04-0007,CN,1,74,ACSR,2,AWG
926,UBA0923,S100-55-04-0007,S100-55-04-0008,CN,1,64,ACSR,2,AWG
927,UBA0924,S100-55-04-0008,S100-55-04-0009,CN,1,83,ACSR,2,AWG
928,OSA0925,S100-55-04-006A,S100-55-04-006B,CN,2,65,ACSR,2,AWG
929,UBA0926,S100-71-03-0001,S100-71-03-0002,CN,1,73,ACSR,2,AWG
930,UBA0927,S100-71-03-0002,S100-71-03-0003,CN,1,71,ACSR,2,AWG
931,UBA0928,S100-71-03-0003,S100-71-03-0004,CN,1,81,ACSR,2,AWG
932,UBA0929,S100-71-03-0004,S100-71-03-0005,CN,1,81,ACSR,2,AWG
933,OSA0930,S100-71-03-0005,S100-71-03-005a,CN,2,83,ACSR,2,AWG
934,UBA0931,S100-71-03-0005,S100-71-03-0006,CN,1,73,ACSR,2,AWG
935,UBA0932,S100-72Q12-0002,S100-72Q12-0001,CN,1,63,ACSR,2,AWG
936,UBA0933,S100-72Q12-0003,S100-72Q12-0002,CN,1,101,ACSR,2,AWG
937,UBA0934,S100-72Q12-0004,S100-72Q12-0003,CN,1,97,ACSR,2,AWG
938,UBA0935,S100-72Q12-0005,S100-72Q12-0006,CN,1,101,ACSR,2,AWG
939,UBA0936,S100-72Q12-0005,S100-72Q12-0004,CN,1,62,ACSR,2,AWG
940,UBA0937,S100-72Q12-0006,S100-72Q12-0007,CN,1,78,ACSR,2,AWG
941,OSA0938,S100-72Q12-0007,S100-72Q12-007A,CN,2,72,ACSR,2,AWG
942,UBA0939,S100-72Q12-0007,S100-72Q12-0008,CN,1,78,ACSR,2,AWG
943,UBA0940,S100-72Q12-0008,S100-72Q12-0009,CN,1,75,ACSR,2,AWG
944,UBA0941,S100-72Q12-0009,S100-72Q12-0010,CN,1,69,ACSR,2,AWG
945,UBA0942,S100-72Q12-0010,S100-72Q12-0011,CN,1,80,ACSR,2,AWG
946,UBA0943,S100-72Q12-0011,S100-72Q12-0012,CN,1,84,ACSR,2,AWG
947,OSA0944,S100-72Q12-0012,S100-72Q12-012A,CN,2,50,ACSR,2,AWG
948,UBA0945,S100-72Q12-0012,S100-72Q12-0013,CN,1,56,ACSR,2,AWG
949,OSA0946,S100-72Q12-007A,S100-72Q12-007B,CN,2,88,ACSR,2,AWG
950,UBA0947,S100-72Q8c-0002,S100-72Q8c-0001,CN,1,80,ACSR,2,AWG
951,UBA0948,S100-72Q8c-0003,S100-72Q8c-0002,CN,1,91,ACSR,2,AWG
952,UBA0949,S100-72Q8c-0004,S100-72Q8c-0005,CN,1,66,ACSR,2,AWG
953,UBA0950,S100-72Q8c-0004,S100-72Q8c-0003,CN,1,77,ACSR,2,AWG
954,UBA0951,S100-72Q8c-0005,S100-72Q8c-0006,CN,1,69,ACSR,2,AWG
955,UBA0952,S100-72Q8c-0006,S100-72Q8c-0007,CN,1,64,ACSR,2,AWG
956,UBA0953,S100-72Q8c-0007,S100-72Q8c-0008,CN,1,55,ACSR,2,AWG
957,UBA0954,S100-72Q8c-0008,S100-72Q8c-0009,CN,1,72,ACSR,2,AWG
958,UBA0955,S100-72Q8c-0009,S100-72Q8c-0010,CN,1,82,ACSR,2,AWG
959,UBA0956,S100-72Q8c-0010,S100-72Q8c-0011,CN,1,55,ACSR,2,AWG
960,UBA0957,S100-72Q8c-0011,S100-72Q8c-0012,CN,1,74,ACSR,2,AWG
961,UBA0958,S100-72Q8c-0012,S100-72Q8c-0013,CN,1,64,ACSR,2,AWG
962,UBA0959,S100-72Q8c-0013,S100-72Q8c-0014,CN,1,83,ACSR,2,AWG
963,UBA0960,S100-72Q8c-0014,S100-72Q8c-0015,CN,1,65,ACSR,2,AWG
964,UBA0961,DT0000000102,S000102-0000001,BN,1,1,ACSR,2,AWG
965,UBA0962,DT0000000106-1,S0106-0001-0001,BN,1,1,ACSR,2,AWG
966,UBA0963,DT0000000106-2,S0106-0002-0003,BN,1,1,ACSR,2,AWG
967,UBA0964,DT0000000106,S000106-0000004,AN,1,1,ACSR,2,AWG
968,UBA0965,S000106-0000002,S000106-0000001,AN,1,55,ACSR,2,AWG
969,OSA2589,S000106-0000001,S000106-000001A,AN,1,55,ACSR,2,AWG
970,UBA0966,S000106-0000003,S000106-0000002,AN,1,68,ACSR,2,AWG
971,OSA0967,S000106-0000004,S000106-000004A,AN,2,43,ACSR,2,AWG
972,UBA0968,S000106-0000004,S000106-0000005,AN,1,81,ACSR,2,AWG
973,UBA0969,S000106-0000004,S000106-0000003,AN,1,45,ACSR,2,AWG
974,UBA0970,S000106-0000005,S000106-0000006,AN,1,71,ACSR,2,AWG
975,UBA0971,S000106-0000006,S000106-0000007,AN,1,77,ACSR,2,AWG
976,UBA0972,S000106-0000007,S000106-0000008,AN,1,35,ACSR,2,AWG
977,OSA0973,S000106-000004A,S000106-000004B,AN,2,36,ACSR,2,AWG
978,OSA0974,S000106-000004B,S000106-00004Ba,AN,2,46,ACSR,2,AWG
979,OSA0975,S000106-000004B,S000106-00004BA,AN,2,43,ACSR,2,AWG
980,OSA0976,S000106-00004Ba,S000106-00004Bb,AN,2,44,ACSR,2,AWG
981,OSA0977,S000106-00004BA,S000106-00004BB,AN,2,35,ACSR,2,AWG
982,OSA0978,S000106-00004Bb,S000106-00004Bc,AN,2,47,ACSR,2,AWG
983,OSA0979,S000106-00004BB,S000106-00004BC,AN,2,96,ACSR,2,AWG
984,OSA0980,S000106-00004BC,S000106-00004BD,AN,2,54,ACSR,2,AWG
985,UBA0981,S0106-0002-0002,S0106-0002-0001,BN,1,48,ACSR,2,AWG
986,OSA0982,S0106-0002-0003,S0106-0002-003A,BN,2,54,ACSR,2,AWG
987,OSA0983,S0106-0002-0003,S0106-0002-003a,BN,2,46,ACSR,2,AWG
988,UBA0984,S0106-0002-0003,S0106-0002-0004,BN,1,55,ACSR,2,AWG
989,UBA0985,S0106-0002-0003,S0106-0002-0002,BN,1,45,ACSR,2,AWG
990,UBA0986,S0106-0002-0004,S0106-0002-0005,BN,1,71,ACSR,2,AWG
991,UBA0987,S0106-0002-0005,S0106-0002-0006,BN,1,36,ACSR,2,AWG
992,OSA0988,S0106-0002-0006,S0106-0002-006A,BN,2,48,ACSR,2,AWG
993,UBA0989,S0106-0002-0006,S0106-0002-0007,BN,1,54,ACSR,2,AWG
994,UBA0990,S0106-0002-0007,S0106-0002-0008,BN,1,46,ACSR,2,AWG
995,OSA0991,S0106-0002-003A,S0106-0002-003B,BN,2,45,ACSR,2,AWG
996,OSA0992,S0106-0002-006A,S0106-0002-006B,BN,2,54,ACSR,2,AWG
997,OSA0993,S0106-0002-006B,S0106-0002-006C,BN,2,46,ACSR,2,AWG
998,UBA0994,DT0000000108-24,S0108-0024-0001,BN,1,1,ACSR,2,AWG
999,UBA0995,DT0000000108-4,S0108-0004-0005,CN,1,1,ACSR,2,AWG
1000,UBA0996,DT0000000108-5,S0108-0005-0001,AN,1,1,ACSR,2,AWG
1001,UBA0997,DT0000000108-7,S0108-0007-0001,AN,1,1,ACSR,2,AWG
1002,UBA0998,DT0000000108-8,S0108-0008-0001,AN,1,1,ACSR,2,AWG
1003,UBA0999,DT0000000108-10,S0108-0010-0005,CN,1,1,ACSR,2,AWG
1004,UBA1000,DT0000000108-11,S0108-0011-0001,AN,1,1,ACSR,2,AWG
1005,UBA1001,DT0000000108-12b,S0108-012b-0003,AN,1,1,ACSR,2,AWG
1006,UBA1002,DT0000000108-12f,S0108-012f-0003,AN,1,1,ACSR,2,AWG
1007,UBA1003,DT0000000108-12h,S0108-012h-0001,AN,1,1,ACSR,2,AWG
1008,UBA1004,DT0000000108-18,S0108-0018-0001,AN,1,1,ACSR,2,AWG
1009,UBA1005,DT0000000108-19,S0108-0019-0001,ABCN,1,1,CU,2,AWG
1010,UBA1006,DT0000000108-20,S0108-0020-0003,BN,1,1,ACSR,2,AWG
1011,UBA1007,DT0000000108-20C,S0108-020C-0004,BN,1,1,ACSR,2,AWG
1012,UBA1008,DT0000000108-20O,S0108-020O-0012,BN,1,1,ACSR,2,AWG
1013,UBA1009,DT0000000108-21b,S0108-021b-0001,BN,1,1,ACSR,2,AWG
1014,UBA1010,DT0000000108-24A,S0108-024A-0001,AN,1,1,ACSR,2,AWG
1015,UBA1011,DT0000000108-4b,S0108-004b-0002,AN,1,1,ACSR,2,AWG
1016,UBA1012,S0108-0004-0002,S0108-0004-0001,CN,1,70,ACSR,2,AWG
1017,UBA1013,S0108-0004-0003,S0108-0004-0002,CN,1,43,ACSR,2,AWG
1018,UBA1014,S0108-0004-0004,S0108-0004-0003,CN,1,52,ACSR,2,AWG
1019,UBA1015,S0108-0004-0005,S0108-0004-0006,CN,1,55,ACSR,2,AWG
1020,UBA1016,S0108-0004-0005,S0108-0004-0004,CN,1,64,ACSR,2,AWG
1021,UBA1017,S0108-0004-0006,S0108-0004-0007,CN,1,59,ACSR,2,AWG
1022,UBA1018,S0108-0010-0002,S0108-0010-0001,CN,1,75,ACSR,2,AWG
1023,UBA1019,S0108-0010-0003,S0108-0010-0002,CN,1,83,ACSR,2,AWG
1024,UBA1020,S0108-0010-0004,S0108-0010-0003,CN,1,71,ACSR,2,AWG
1025,OSA1021,S0108-0010-0005,S0108-0010-005a,CN,2,60,ACSR,2,AWG
1026,UBA1022,S0108-0010-0005,S0108-0010-0006,CN,1,34,ACSR,2,AWG
1027,UBA1023,S0108-0010-0005,S0108-0010-0004,CN,1,34,ACSR,2,AWG
1028,UBA1024,S0108-0010-0006,S0108-0010-0007,CN,1,44,ACSR,2,AWG
1029,UBA1025,S0108-0010-0007,S0108-0010-0008,CN,1,98,ACSR,2,AWG
1030,UBA1026,S0108-0010-0008,S0108-0010-0009,CN,1,49,ACSR,2,AWG
1031,UBA1027,S0108-0010-0009,S0108-0010-0010,CN,1,54,ACSR,2,AWG
1032,UBA1028,S0108-0010-0010,S0108-0010-0011,CN,1,80,ACSR,2,AWG
1033,UBA1029,S0108-0010-0011,S0108-0010-0012,CN,1,72,ACSR,2,AWG
1034,UBA1030,S0108-0010-0012,S0108-0010-0013,CN,1,73,ACSR,2,AWG
1035,UBA1031,S0108-0020-0002,S0108-0020-0001,BN,1,71,ACSR,2,AWG
1036,UBA1032,S0108-0020-0003,S0108-0020-0004,BN,1,76,ACSR,2,AWG
1037,UBA1033,S0108-0020-0003,S0108-0020-0002,BN,1,72,ACSR,2,AWG
1038,OSA1034,S0108-0020-0004,S0108-0020-004a,BN,2,37,ACSR,2,AWG
1039,UBA1035,S0108-0020-0004,S0108-0020-0005,BN,1,67,ACSR,2,AWG
1040,UBA1036,S0108-0020-0005,S0108-0020-0006,BN,1,85,ACSR,2,AWG
1041,UBA1037,S0108-0020-0006,S0108-0020-0007,BN,1,63,ACSR,2,AWG
1042,OSA1038,S0108-0020-004a,S0108-0020-004b,BN,2,39,ACSR,2,AWG
1043,OSA1039,S0108-0020-004b,S0108-0020-004c,BN,2,52,ACSR,2,AWG
1044,OSA1040,S0108-004b-0002,S0108-004b-002a,AN,2,45,ACSR,2,AWG
1045,OSA1041,S0108-004b-0002,S0108-004b-002A,AN,2,41,ACSR,2,AWG
1046,UBA1042,S0108-004b-0002,S0108-004b-0003,AN,1,60,ACSR,2,AWG
1047,UBA1043,S0108-004b-0002,S0108-004b-0001,AN,1,41,ACSR,2,AWG
1048,OSA1044,S0108-004b-002a,S0108-004b-002b,AN,2,31,ACSR,2,AWG
1049,OSA1045,S0108-004b-002A,S0108-004b-002B,AN,2,42,ACSR,2,AWG
1050,OSA1046,S0108-004b-002b,S0108-004b-002c,AN,2,40,ACSR,2,AWG
1051,OSA1047,S0108-004b-002B,S0108-004b-002C,AN,2,59,ACSR,2,AWG
1052,OSA1048,S0108-004b-002C,S0108-004b-002D,AN,2,59,ACSR,2,AWG
1053,OSA1049,S0108-004b-002c,S0108-004b-002d,AN,2,44,ACSR,2,AWG
1054,OSA1050,S0108-012b-0002,S0108-012b-002A,AN,2,73,ACSR,2,AWG
1055,UBA1051,S0108-012b-0002,S0108-012b-0001,AN,1,73,ACSR,2,AWG
1056,OSA1052,S0108-012b-0003,S0108-012b-003a,AN,2,57,ACSR,2,AWG
1057,OSA1053,S0108-012b-0003,S0108-012b-003A,AN,2,64,ACSR,2,AWG
1058,UBA1054,S0108-012b-0003,S0108-012b-0002,AN,1,73,ACSR,2,AWG
1059,OSA1055,S0108-012b-003a,S0108-012b-003b,AN,2,38,ACSR,2,AWG
1060,OSA1056,S0108-012b-003A,S0108-012b-003B,AN,2,38,ACSR,2,AWG
1061,UBA1057,S0108-012b-003b,S0108-012b-03b1,AN,1,58,ACSR,2,AWG
1062,OSA1058,S0108-012b-003b,S0108-012b-003c,AN,2,48,ACSR,2,AWG
1063,OSA1059,S0108-012b-003B,S0108-012b-003C,AN,2,85,ACSR,2,AWG
1064,OSA10591,S0108-012b-003C,S0108-012b-003D,AN,2,85,ACSR,2,AWG
1065,OSA1060,S0108-012b-003c,S0108-012b-003d,AN,2,54,ACSR,2,AWG
1066,OSA1061,S0108-012b-003d,S0108-012b-003e,AN,2,59,ACSR,2,AWG
1067,UBA1062,S0108-012b-003e,S0108-012b-03e1,AN,1,41,ACSR,2,AWG
1068,OSA1063,S0108-012b-003e,S0108-012b-003f,AN,2,52,ACSR,2,AWG
1069,UBA1064,S0108-012f-0002,S0108-012f-0001,AN,1,53,ACSR,2,AWG
1070,OSA1065,S0108-012f-0003,S0108-012f-003A,AN,2,46,ACSR,2,AWG
1071,UBA1066,S0108-012f-0003,S0108-012f-0004,AN,1,51,ACSR,2,AWG
1072,UBA1067,S0108-012f-0003,S0108-012f-0002,AN,1,54,ACSR,2,AWG
1073,UBA1068,S0108-012f-0004,S0108-012f-0005,AN,1,34,ACSR,2,AWG
1074,UBA1069,S0108-012f-0005,S0108-012f-0006,AN,1,118,ACSR,2,AWG
1075,UBA1070,S0108-012f-0006,S0108-012f-0007,AN,1,50,ACSR,2,AWG
1076,UBA1071,S0108-012f-0007,S0108-012f-0008,AN,1,38,ACSR,2,AWG
1077,UBA1072,S0108-012f-0008,S0108-012f-0009,AN,1,58,ACSR,2,AWG
1078,UBA1073,S0108-012f-0009,S0108-012f-0010,AN,1,60,ACSR,2,AWG
1079,OSA1074,S0108-012f-003A,S0108-012f-003B,AN,2,67,ACSR,2,AWG
1080,OSA1075,S0108-012f-003B,S0108-012f-003C,AN,2,50,ACSR,2,AWG
1081,UBA1076,S0108-020C-0002,S0108-020C-0001,BN,1,80,ACSR,2,AWG
1082,UBA1077,S0108-020C-0003,S0108-020C-0002,BN,1,75,ACSR,2,AWG
1083,UBA1078,S0108-020C-0004,S0108-020C-0005,BN,1,75,ACSR,2,AWG
1084,UBA1079,S0108-020C-0004,S0108-020C-0003,BN,1,82,ACSR,2,AWG
1085,UBA1080,S0108-020C-0005,S0108-020C-0006,BN,1,59,ACSR,2,AWG
1086,UBA1081,S0108-020C-0006,S0108-020C-0007,BN,1,53,ACSR,2,AWG
1087,UBA1082,S0108-020O-0002,S0108-020O-0001,BN,1,69,ACSR,2,AWG
1088,UBA1083,S0108-020O-0003,S0108-020O-0002,BN,1,71,ACSR,2,AWG
1089,UBA1084,S0108-020O-0004,S0108-020O-0003,BN,1,74,ACSR,2,AWG
1090,UBA1085,S0108-020O-0005,S0108-020O-0004,BN,1,76,ACSR,2,AWG
1091,UBA1086,S0108-020O-0006,S0108-020O-0005,BN,1,62,ACSR,2,AWG
1092,UBA1087,S0108-020O-0007,S0108-020O-0006,BN,1,70,ACSR,2,AWG
1093,UBA1088,S0108-020O-0008,S0108-020O-0007,BN,1,70,ACSR,2,AWG
1094,UBA1089,S0108-020O-0009,S0108-020O-0008,BN,1,64,ACSR,2,AWG
1095,UBA1090,S0108-020O-0010,S0108-020O-0009,BN,1,66,ACSR,2,AWG
1096,UBA1091,S0108-020O-0011,S0108-020O-0010,BN,1,69,ACSR,2,AWG
1097,UBA1092,S0108-020O-0012,S0108-020O-0013,BN,1,41,ACSR,2,AWG
1098,UBA1093,S0108-020O-0012,S0108-020O-0011,BN,1,61,ACSR,2,AWG
1099,OSA1094,S0108-020O-0013,S0108-020O-013a,BN,2,91,ACSR,2,AWG
1100,UBA1095,S0108-020O-0013,S0108-020O-0014,BN,1,81,ACSR,2,AWG
1101,UBA1096,S0108-020O-0014,S0108-020O-0015,BN,1,37,ACSR,2,AWG
1102,UBA1097,S0108-020O-0015,S0108-020O-0016,BN,1,49,ACSR,2,AWG
1103,UBA1098,S0108-020O-0016,S0108-020O-0017,BN,1,53,ACSR,2,AWG
1104,UBA1099,S0108-020O-0017,S0108-020O-0018,BN,1,39,ACSR,2,AWG
1105,UBA1100,S0108-020O-0018,S0108-020O-0019,BN,1,47,ACSR,2,AWG
1106,UBA1101,S0108-020O-0019,S0108-020O-0020,BN,1,40,ACSR,2,AWG
1107,UBA1102,DT0000000110,S000110-0000003,BN,1,1,ACSR,2,AWG
1108,UBA1103,S000110-0000002,S000110-0000001,BN,1,77,ACSR,2,AWG
1109,OSA1104,S000110-0000003,S000110-000003A,BN,2,53,ACSR,2,AWG
1110,UBA1105,S000110-0000003,S000110-0000004,BN,1,72,ACSR,2,AWG
1111,UBA1106,S000110-0000003,S000110-0000002,BN,1,35,ACSR,2,AWG
1112,UBA1107,S000110-0000004,S000110-0000005,BN,1,43,ACSR,2,AWG
1113,UBA1108,S000110-0000005,S000110-0000006,BN,1,46,ACSR,2,AWG
1114,OSA1109,S000110-000003A,S000110-000003B,BN,2,35,ACSR,2,AWG
1115,OSA1110,S000110-000003B,S000110-00003BA,BN,2,71,ACSR,2,AWG
1116,OSA1111,S000110-000003B,S000110-00003Ba,BN,2,53,ACSR,2,AWG
1117,OSA1112,S000110-00003Ba,S000110-00003Bb,BN,2,51,ACSR,2,AWG
1118,UBA1113,DT0000000111,S000111-0000001,AN,1,1,ACSR,2,AWG
1119,UBA1114,DT0000000115,S000115-0000003,CN,1,1,ACSR,2,AWG
1120,UBA1115,S000115-0000002,S000115-0000001,CN,1,28,ACSR,2,AWG
1121,OSA1116,S000115-0000003,S000115-000003a,CN,2,50,ACSR,2,AWG
1122,OSA1117,S000115-0000003,S000115-000003A,CN,2,50,ACSR,2,AWG
1123,UBA1118,S000115-0000003,S000115-0000004,CN,1,55,ACSR,2,AWG
1124,UBA1119,S000115-0000003,S000115-0000002,CN,1,34,ACSR,2,AWG
1125,UBA1120,S000115-0000004,S000115-0000005,CN,1,54,ACSR,2,AWG
1126,OSA1121,S000115-000003a,S000115-000003b,CN,2,50,ACSR,2,AWG
1127,OSA1122,S000115-000003b,S000115-00003ba,CN,2,27,ACSR,2,AWG
1128,OSA1123,S000115-000003b,S000115-00003bA,CN,2,42,ACSR,2,AWG
1129,OSA1124,S000115-000003b,S000115-000003c,CN,2,37,ACSR,2,AWG
1130,OSA2621,S000115-000003c,S000115-00003cA,CN,2,37,ACSR,2,AWG
1131,OSA1125,S000115-000003c,S000115-000003d,CN,2,47,ACSR,2,AWG
1132,OSA1126,S000115-000003d,S000115-000003e,CN,2,36,ACSR,2,AWG
1133,UBA1127,DT0000000119,S000119-0000003,AN,1,1,ACSR,2,AWG
1134,UBA1128,S000119-0000003,S000119-0000004,AN,1,52,ACSR,2,AWG
1135,UBA2631,S000119-0000004,S000119-0000005,AN,1,52,ACSR,2,AWG
1136,UBA1129,S000119-0000003,S000119-0000002,AN,1,57,ACSR,2,AWG
1137,UBA2632,S000119-0000002,S000119-0000001,AN,1,57,ACSR,2,AWG
1138,OSA1130,S000119-0000003,S000119-000003A,AN,2,55,ACSR,2,AWG
1139,OSA1131,S000119-000003A,S000119-000003B,AN,2,27,ACSR,2,AWG
1140,OSA1132,S000119-0000004,S000119-000004A,AN,2,53,ACSR,2,AWG
1141,OSA1133,S000119-000004A,S000119-000004B,AN,2,50,ACSR,2,AWG
1142,OSA1134,S000119-000004B,S000119-000004C,AN,2,66,ACSR,2,AWG
1143,OSA1135,S000119-000004C,S000119-000004D,AN,2,34,ACSR,2,AWG
1144,OSA1136,S000119-0000004,S000119-000004a,AN,2,53,ACSR,2,AWG
1145,OSA2590,S000119-000004a,S000119-000004b,AN,2,53,ACSR,2,AWG
1146,UBA1137,DT0000000121,S000121-0000001,AN,1,1,ACSR,2,AWG
1147,UBA1138,S000121-0000001,S000121-000001A,AN,1,66,ACSR,2,AWG
1148,OSA1139,S000121-000001A,S000121-000001B,AN,2,34,ACSR,2,AWG
1149,OSA1140,S000121-000001B,S000121-000001C,AN,2,53,ACSR,2,AWG
1150,OSA1141,S000121-0000001,S000121-000001a,AN,2,37,ACSR,2,AWG
1151,OSA1142,S000121-000001a,S000121-000001b,AN,2,51,ACSR,2,AWG
1152,OSA1143,S000121-000001b,S000121-000001c,AN,2,51,ACSR,2,AWG
1153,UBA1150,DT0000000122-3b,S0122-003b-0002,BN,1,1,ACSR,2,AWG
1154,UBA1151,DT0000000122-4,S0122-0004-0004,BN,1,1,ACSR,2,AWG
1155,UBA1152,DT0000000122,S000122-0000001,AN,1,1,ACSR,2,AWG
1156,UBA1153,S0122-0004-0002,S0122-0004-0001,BN,1,50,ACSR,2,AWG
1157,OSA1154,S0122-0004-0003,S0122-0004-003A,BN,2,40,ACSR,2,AWG
1158,UBA1155,S0122-0004-0003,S0122-0004-0002,BN,1,51,ACSR,2,AWG
1159,OSA2591,S0122-0004-0002,S0122-0004-002A,BN,1,51,ACSR,2,AWG
1160,OSA2592,S0122-0004-002A,S0122-0004-02A1,BN,1,51,ACSR,2,AWG
1161,OSA2593,S0122-0004-002A,S0122-0004-002B,BN,1,51,ACSR,2,AWG
1162,OSA1156,S0122-0004-0004,S0122-0004-004A,BN,2,55,ACSR,2,AWG
1163,UBA1157,S0122-0004-0004,S0122-0004-0005,BN,1,55,ACSR,2,AWG
1164,OSA2594,S0122-0004-0005,S0122-0004-005A,BN,1,55,ACSR,2,AWG
1165,OSA2595,S0122-0004-005A,S0122-0004-005B,BN,1,55,ACSR,2,AWG
1166,OSA2596,S0122-0004-0005,S0122-0004-005a,BN,1,55,ACSR,2,AWG
1167,UBA1158,S0122-0004-0004,S0122-0004-0003,BN,1,60,ACSR,2,AWG
1168,UBA1159,S0122-0004-0005,S0122-0004-0006,BN,1,70,ACSR,2,AWG
1169,UBA1160,S0122-0004-0006,S0122-0004-0007,BN,1,66,ACSR,2,AWG
1170,UBA2633,S0122-0004-0007,S0122-0004-0008,BN,1,66,ACSR,2,AWG
1171,OSA1161,S0122-0004-004A,S0122-0004-004B,BN,2,37,ACSR,2,AWG
1172,OSA1162,S0122-003b-0002,S0122-003b-002a,BN,2,55,ACSR,2,AWG
1173,OSA2597,S0122-003b-002a,S0122-003b-002b,BN,2,55,ACSR,2,AWG
1174,UBA1163,S0122-003b-0002,S0122-003b-0003,BN,1,38,ACSR,2,AWG
1175,UBA1164,S0122-003b-0002,S0122-003b-0001,BN,1,51,ACSR,2,AWG
1176,UBA1165,S0122-003b-0003,S0122-003b-0004,BN,1,60,ACSR,2,AWG
1177,OSA2598,S0122-003b-0004,S0122-003b-004a,BN,1,60,ACSR,2,AWG
1178,UBA1166,S0122-003b-0004,S0122-003b-0005,BN,1,52,ACSR,2,AWG
1179,UBA2634,S0122-003b-0005,S0122-003b-0006,BN,1,52,ACSR,2,AWG
1180,UBA1167,DT0000000125,S000125-0000003,CN,1,1,ACSR,2,AWG
1181,OSA1168,S000125-0000001,S000125-000001A,CN,2,64,ACSR,2,AWG
1182,UBA1169,S000125-0000002,S000125-0000001,CN,1,64,ACSR,2,AWG
1183,OSA1170,S000125-0000003,S000125-000003A,CN,2,36,ACSR,2,AWG
1184,UBA1171,S000125-0000003,S000125-0000004,CN,1,45,ACSR,2,AWG
1185,UBA1172,S000125-0000003,S000125-0000002,CN,1,60,ACSR,2,AWG
1186,UBA1173,S000125-0000004,S000125-0000005,CN,1,46,ACSR,2,AWG
1187,UBA1174,S000125-0000005,S000125-0000006,CN,1,48,ACSR,2,AWG
1188,UBA1175,S000125-0000006,S000125-0000007,CN,1,71,ACSR,2,AWG
1189,OSA1176,S000125-000003A,S000125-000003B,CN,2,51,ACSR,2,AWG
1190,OSA1177,S000125-000003B,S000125-000003C,CN,2,38,ACSR,2,AWG
1191,UBA1178,DT0000000126-2,S0126-0002-0003,BN,1,1,ACSR,2,AWG
1192,UBA1179,DT0000000126-6,S0126-0006-0003,AN,1,1,ACSR,2,AWG
1193,UBA1180,DT0000000126-10,S0126-0010-0002,AN,1,1,ACSR,2,AWG
1194,UBA1181,DT0000000126-12,S0126-0012-0001,AN,1,1,ACSR,2,AWG
1195,UBA1182,DT0000000126-8A,S0126-008A-0001,BN,1,1,ACSR,2,AWG
1196,UBA1183,DT0000000126-8B,S0126-008B-0003,BN,1,1,ACSR,2,AWG
1197,UBA1184,DT0000000126-8B1,S0126-08B1-0001,BN,1,1,ACSR,2,AWG
1198,UBA1185,S0126-0002-0002,S0126-0002-0001,BN,1,36,ACSR,2,AWG
1199,OSA1186,S0126-0002-0003,S0126-0002-003a,BN,2,46,ACSR,2,AWG
1200,UBA1187,S0126-0002-0003,S0126-0002-0004,BN,1,40,ACSR,2,AWG
1201,UBA1188,S0126-0002-0003,S0126-0002-0002,BN,1,53,ACSR,2,AWG
1202,OSA1189,S0126-0006-0001,S0126-0006-001a,AN,2,53,ACSR,2,AWG
1203,OSA1190,S0126-0006-0001,S0126-0006-001A,AN,2,38,ACSR,2,AWG
1204,UBA1191,S0126-0006-0002,S0126-0006-0001,AN,1,40,ACSR,2,AWG
1205,OSA1192,S0126-0006-0003,S0126-0006-003a,AN,2,53,ACSR,2,AWG
1206,OSA1193,S0126-0006-0003,S0126-0006-003A,AN,2,40,ACSR,2,AWG
1207,UBA1194,S0126-0006-0003,S0126-0006-0004,AN,1,42,ACSR,2,AWG
1208,UBA1195,S0126-0006-0003,S0126-0006-0002,AN,1,53,ACSR,2,AWG
1209,UBA1196,S0126-0006-0004,S0126-0006-0005,AN,1,48,ACSR,2,AWG
1210,OSA1197,S0126-0006-001A,S0126-0006-001B,AN,2,53,ACSR,2,AWG
1211,OSA1198,S0126-0006-003A,S0126-0006-003B,AN,2,52,ACSR,2,AWG
1212,OSA1199,S0126-0006-003a,S0126-0006-003b,AN,2,40,ACSR,2,AWG
1213,OSA1200,S0126-0006-003B,S0126-0006-003C,AN,2,42,ACSR,2,AWG
1214,UBA1201,S0126-0010-0002,S0126-0010-0001,AN,1,58,ACSR,2,AWG
1215,OSA1202,S0126-0010-0002,S0126-0010-002a,AN,2,53,ACSR,2,AWG
1216,OSA1203,S0126-0010-0002,S0126-0010-002A,AN,2,52,ACSR,2,AWG
1217,UBA1204,S0126-0010-0003,S0126-0010-0004,AN,1,38,ACSR,2,AWG
1218,UBA1205,S0126-0010-0002,S0126-0010-0003,AN,1,32,ACSR,2,AWG
