Count,Secondary Customer Service Drop ID,"From 
Bus ID","To  
Customer ID",Phasing,Installation Type,Length-1         (meters),Length-2         (meters),Conductor Type,"Conductor
Size",Unit (C) 
11321,KSA2020570123,S0130-0088-0001,2020570123,BN,1,0.5,0,CU,10,AWG
11322,KSA2020570124,S0130-0088-0001,2020570124,BN,1,0.5,0,CU,10,AWG
11323,KSA2020570130,S0130-0088-0001,2020570130,BN,1,0.5,0,CU,10,AWG
11324,KSA2020570143,S0130-0088-0001,2020570143,BN,1,0.5,0,CU,10,AWG
11325,KSA2020570154,S0130-0088-0001,2020570154,BN,1,0.5,0,CU,10,AWG
11326,KSA2020570016,S0130-0088-0001,2020570016,BN,1,0.5,0,CU,10,AWG
11327,KSA2020570069,S0130-0088-0001,2020570069,BN,1,0.5,0,CU,10,AWG
11328,KSA2020570134,S0130-0088-0001,2020570134,BN,1,0.5,0,CU,10,AWG
11329,KSA2020570145,S0130-0088-0001,2020570145,BN,1,0.5,0,CU,10,AWG
11330,KSA2020570161,S0130-0088-0001,2020570161,BN,1,0.5,0,CU,10,AWG
11331,KSA2020570162,S0130-0088-0001,2020570162,BN,1,0.5,0,CU,10,AWG
11332,KSA2020570168,S0130-0088-0001,2020570168,BN,1,0.5,0,CU,10,AWG
11333,KSA2020570047,S0130-0088-0001,2020570047,BN,1,0.5,0,CU,10,AWG
11334,KSA2020570053,S0130-0088-0001,2020570053,BN,1,0.5,0,CU,10,AWG
11335,KSA2020570070,S0130-0088-0001,2020570070,BN,1,0.5,0,CU,10,AWG
11336,KSA2020570081,S0130-0088-0001,2020570081,BN,1,0.5,0,CU,10,AWG
11337,KSA2020570096,S0130-0088-0001,2020570096,BN,1,0.5,0,CU,10,AWG
11338,KSA2020570135,S0130-0088-0001,2020570135,BN,1,0.5,0,CU,10,AWG
11339,KSA2020570166,S0130-0088-0001,2020570166,BN,1,0.5,0,CU,10,AWG
11340,KSA2020570169,S0130-0088-0001,2020570169,BN,1,0.5,0,CU,10,AWG
11341,KSA2020570171,S0130-0088-0001,2020570171,BN,1,0.5,0,CU,10,AWG
11342,KSA2020570150,S0130-0088-0001,2020570150,BN,1,0.5,0,CU,10,AWG
11343,KSA2020570077,S0130-0088-0001,2020570077,BN,1,0.5,0,CU,10,AWG
11344,KSA2020570107,S0130-0088-0001,2020570107,BN,1,0.5,0,CU,10,AWG
11345,KSA2020570140,S0130-0088-0001,2020570140,BN,1,0.5,0,CU,10,AWG
11346,KSA2020570153,S0130-0088-0001,2020570153,BN,1,0.5,0,CU,10,AWG
11347,KSA2020570056,S0130-0088-0001,2020570056,BN,1,0.5,0,CU,10,AWG
11348,KSA2020570117,S0130-0088-0001,2020570117,BN,1,0.5,0,CU,10,AWG
11349,KSA2020570165,S0130-0088-0001,2020570165,BN,1,0.5,0,CU,10,AWG
11350,KSA2020570173,S0130-0088-0001,2020570173,BN,1,0.5,0,CU,10,AWG
11351,KSA2020570174,S0130-0088-0001,2020570174,BN,1,0.5,0,CU,10,AWG
11352,KSA2020570090,S0130-0088-0001,2020570090,BN,1,0.5,0,CU,10,AWG
11353,KSA2020570175,S0130-0088-0001,2020570175,BN,1,0.5,0,CU,10,AWG
11354,KSA2020570086,S0130-0088-0001,2020570086,BN,1,0.5,0,CU,10,AWG
11355,KSA2020570128,S0130-0088-0001,2020570128,BN,1,0.5,0,CU,10,AWG
11356,KSA2020570129,S0130-0088-0001,2020570129,BN,1,0.5,0,CU,10,AWG
11357,KSA2020570137,S0130-0088-0001,2020570137,BN,1,0.5,0,CU,10,AWG
11358,KSA2020570141,S0130-0088-0001,2020570141,BN,1,0.5,0,CU,10,AWG
11359,KSA2020570148,S0130-0088-0001,2020570148,BN,1,0.5,0,CU,10,AWG
11360,KSA2020570156,S0130-0088-0001,2020570156,BN,1,0.5,0,CU,10,AWG
11361,KSA2020570159,S0130-0088-0001,2020570159,BN,1,0.5,0,CU,10,AWG
11362,KSA2020570097,S0130-0088-0001,2020570097,BN,1,0.5,0,CU,10,AWG
11363,KSA2020570131,S0130-0088-0001,2020570131,BN,1,0.5,0,CU,10,AWG
11364,KSA2020570138,S0130-0088-0001,2020570138,BN,1,0.5,0,CU,10,AWG
11365,KSA2020570142,S0130-0088-0001,2020570142,BN,1,0.5,0,CU,10,AWG
11366,KSA2020570146,S0130-0088-0001,2020570146,BN,1,0.5,0,CU,10,AWG
11367,KSA2020570149,S0130-0088-0001,2020570149,BN,1,0.5,0,CU,10,AWG
11368,KSA2020570160,S0130-0088-0001,2020570160,BN,1,0.5,0,CU,10,AWG
11369,KSA2020570054,S0130-0088-0001,2020570054,BN,1,0.5,0,CU,10,AWG
11370,KSA2020570164,S0130-0088-0001,2020570164,BN,1,0.5,0,CU,10,AWG
11371,KSA2020570170,S0130-0088-0001,2020570170,BN,1,0.5,0,CU,10,AWG
11372,KSA2020570015,S0130-0088-0001,2020570015,BN,1,0.5,0,CU,10,AWG
11373,KSA2020570038,S0130-0088-0001,2020570038,BN,1,0.5,0,CU,10,AWG
11374,KSA2020570105,S0130-0088-0001,2020570105,BN,1,0.5,0,CU,10,AWG
11375,KSA2020570132,S0130-0088-0001,2020570132,BN,1,0.5,0,CU,10,AWG
11376,KSA2020570136,S0130-0088-0001,2020570136,BN,1,0.5,0,CU,10,AWG
11377,KSA2020570139,S0130-0088-0001,2020570139,BN,1,0.5,0,CU,10,AWG
11378,KSA2020570066,S0130-0088-0001,2020570066,BN,1,0.5,0,CU,10,AWG
11379,KSA2020570115,S0130-0088-0001,2020570115,BN,1,0.5,0,CU,10,AWG
11380,KSA2020570127,S0130-0088-0001,2020570127,BN,1,0.5,0,CU,10,AWG
11381,KSA2020570147,S0130-0088-0001,2020570147,BN,1,0.5,0,CU,10,AWG
11382,KSA2020570151,S0130-0088-0001,2020570151,BN,1,0.5,0,CU,10,AWG
11383,KSA2020570152,S0130-0088-0001,2020570152,BN,1,0.5,0,CU,10,AWG
11384,KSA2020570158,S0130-0088-0001,2020570158,BN,1,0.5,0,CU,10,AWG
11385,KSA2020570050,S0130-0088-0001,2020570050,BN,1,0.5,0,CU,10,AWG
11386,KSA2020570114,S0130-0088-0001,2020570114,BN,1,0.5,0,CU,10,AWG
11387,KSA2020570157,S0130-0088-0001,2020570157,BN,1,0.5,0,CU,10,AWG
11388,KSA2020570037,S0130-0088-0001,2020570037,BN,1,0.5,0,CU,10,AWG
11389,KSA2020570078,S0130-0088-0001,2020570078,BN,1,0.5,0,CU,10,AWG
11390,KSA2020570178,S0130-0088-0001,2020570178,BN,1,0.5,0,CU,10,AWG
11391,KSA2020570179,S0130-0088-0001,2020570179,BN,1,0.5,0,CU,10,AWG
11392,KSA2020570176,S0130-0088-0001,2020570176,BN,1,0.5,0,CU,10,AWG
11393,KSA2020720645,S108-24-01-0001,2020720645,BN,1,0.5,0,CU,10,AWG
11394,KSA3030120483,S0034-0018-0011,3030120483,BN,1,0.5,0,CU,10,AWG
11395,KSA3030120440,S0034-0018-0001,3030120440,BN,1,0.5,0,CU,10,AWG
11396,KSA3030120482,S0034-0018-0011,3030120482,BN,1,0.5,0,CU,10,AWG
11397,KSA3030340217,S000025-000003B,3030340217,AN,1,0.5,0,CU,10,AWG
11398,KSA3030340215,S000025-000003B,3030340215,AN,1,0.5,0,CU,10,AWG
11399,KSA3030340216,S000025-000003B,3030340216,AN,1,0.5,0,CU,10,AWG
11400,KSA3030340218,S000025-000003B,3030340218,AN,1,0.5,0,CU,10,AWG
11401,KSA5050012251,S0001-0017-0002,5050012251,CN,1,0.5,0,CU,10,AWG
11402,KSA5050012250,S0001-0017-0002,5050012250,CN,1,0.5,0,CU,10,AWG
11403,KSA5050012244,S0001-0017-0002,5050012244,CN,1,0.5,0,CU,10,AWG
11404,KSA5050012247,S0001-0017-0002,5050012247,CN,1,0.5,0,CU,10,AWG
11405,KSA5050012245,S0001-0017-0002,5050012245,CN,1,0.5,0,CU,10,AWG
11406,KSA5050031457,S001-19-38-0005,5050031457,CN,1,0.5,0,CU,10,AWG
11407,KSA5050031460,S001-19-38-0005,5050031460,CN,1,0.5,0,CU,10,AWG
11408,KSA5050031454,S001-19-38-0005,5050031454,CN,1,0.5,0,CU,10,AWG
11409,KSA5050031455,S001-19-38-0005,5050031455,CN,1,0.5,0,CU,10,AWG
11410,KSA5050031459,S001-19-38-0005,5050031459,CN,1,0.5,0,CU,10,AWG
11411,KSA5050031458,S001-19-38-0005,5050031458,CN,1,0.5,0,CU,10,AWG
11412,KSA5050041752,S0016-0013-001A,5050041752,BN,1,0.5,0,CU,10,AWG
11413,KSA5050040167,S000009-000008c,5050040167,AN,1,0.5,0,CU,10,AWG
11414,KSA5050041751,S0016-0013-001A,5050041751,BN,1,0.5,0,CU,10,AWG
11415,KSA5050040991,S000038-000006a,5050040991,AN,1,0.5,0,CU,10,AWG
11416,KSA5050060100,S0016-0013-001A,5050060100,BN,1,0.5,0,CU,10,AWG
11417,KSA5050060291,S0016-0013-0026,5050060291,BN,1,0.5,0,CU,10,AWG
11418,KSA5050070105,S0016-0013-0026,5050070105,BN,1,0.5,0,CU,10,AWG
11419,KSA5050080174,S0016-0013-0026,5050080174,BN,1,0.5,0,CU,10,AWG
11420,KSA5050080173,S0016-0013-0026,5050080173,BN,1,0.5,0,CU,10,AWG
11421,KSA5050080172,S0016-0013-0026,5050080172,BN,1,0.5,0,CU,10,AWG
11422,KSA2020012368,S0108-004b-0002,2020012368,AN,1,0.5,0,CU,10,AWG
11423,KSA2020012348,S0108-0004-0003,2020012348,CN,1,0.5,0,CU,10,AWG
11424,KSA2020012366,S0108-004b-0002,2020012366,AN,1,0.5,0,CU,10,AWG
11425,KSA2020012367,S0108-004b-0002,2020012367,AN,1,0.5,0,CU,10,AWG
11426,KSA2020012365,S0108-004b-0002,2020012365,AN,1,0.5,0,CU,10,AWG
11427,KSA2020010855,S0108-0004-0004,2020010855,CN,1,0.5,0,CU,10,AWG
11428,KSA2020010225,S000100-0000006,2020010225,AN,1,0.5,0,CU,10,AWG
11429,KSA2020020885,S0106-0002-003B,2020020885,BN,1,0.5,0,CU,10,AWG
11430,KSA2020021692,S0106-0002-0002,2020021692,BN,1,0.5,0,CU,10,AWG
11431,KSA2020021691,S0106-0002-0002,2020021691,BN,1,0.5,0,CU,10,AWG
11432,KSA2020032022,S0122-0004-003A,2020032022,BN,1,0.5,0,CU,10,AWG
11433,KSA2020032021,S0122-0004-003A,2020032021,BN,1,0.5,0,CU,10,AWG
11434,KSA2020030360,S0122-0004-0003,2020030360,BN,1,0.5,0,CU,10,AWG
11435,KSA2020041674,S000119-0000002,2020041674,AN,1,0.5,0,CU,10,AWG
11436,KSA2020041676,S000119-0000002,2020041676,AN,1,0.5,0,CU,10,AWG
11437,KSA2020041677,S000119-0000002,2020041677,AN,1,0.5,0,CU,10,AWG
11438,KSA2020050487,S000115-0000005,2020050487,CN,1,0.5,0,CU,10,AWG
11439,KSA2020050940,S0126-0006-001A,2020050940,AN,1,0.5,0,CU,10,AWG
11440,KSA2020050355,S0126-0006-003C,2020050355,AN,1,0.5,0,CU,10,AWG
11441,KSA2020051979,S0126-0006-003B,2020051979,AN,1,0.5,0,CU,10,AWG
11442,KSA2020051978,S0126-0006-003B,2020051978,AN,1,0.5,0,CU,10,AWG
11443,KSA2020051977,S0126-0006-003B,2020051977,AN,1,0.5,0,CU,10,AWG
11444,KSA2020062102,S0126-0010-0002,2020062102,AN,1,0.5,0,CU,10,AWG
11445,KSA2020071519,S0132-003H-0001,2020071519,CN,1,0.5,0,CU,10,AWG
11446,KSA2020071511,S0132-003H-0001,2020071511,CN,1,0.5,0,CU,10,AWG
11447,KSA2020071512,S0132-003H-0001,2020071512,CN,1,0.5,0,CU,10,AWG
11448,KSA2020071518,S0132-003H-0001,2020071518,CN,1,0.5,0,CU,10,AWG
11449,KSA2020071517,S0132-003H-0001,2020071517,CN,1,0.5,0,CU,10,AWG
11450,KSA2020071516,S0132-003H-0001,2020071516,CN,1,0.5,0,CU,10,AWG
11451,KSA2020071510,S0132-003H-0001,2020071510,CN,1,0.5,0,CU,10,AWG
11452,KSA2020071513,S0132-003H-0001,2020071513,CN,1,0.5,0,CU,10,AWG
11453,KSA2020071515,S0132-003H-0001,2020071515,CN,1,0.5,0,CU,10,AWG
11454,KSA2020071514,S0132-003H-0001,2020071514,CN,1,0.5,0,CU,10,AWG
11455,KSA2020081408,S0132-0014-0005,2020081408,CN,1,0.5,0,CU,10,AWG
11456,KSA2020091618,S0132-0009-007a,2020091618,CN,1,0.5,0,CU,10,AWG
11457,KSA2020091345,S0132-0014-002a,2020091345,CN,1,0.5,0,CU,10,AWG
11458,KSA2020091614,S0132-0009-007a,2020091614,CN,1,0.5,0,CU,10,AWG
11459,KSA2020091152,S0132-0014-0005,2020091152,CN,1,0.5,0,CU,10,AWG
11460,KSA2020091615,S0132-0009-007a,2020091615,CN,1,0.5,0,CU,10,AWG
11461,KSA2020091616,S0132-0009-007a,2020091616,CN,1,0.5,0,CU,10,AWG
11462,KSA2020101092,S0108-012b-003d,2020101092,AN,1,0.5,0,CU,10,AWG
11463,KSA2020110500,S0108-0010-0006,2020110500,CN,1,0.5,0,CU,10,AWG
11464,KSA2020111158,S0108-012f-003C,2020111158,AN,1,0.5,0,CU,10,AWG
11465,KSA2020121742,S0108-020C-0005,2020121742,BN,1,0.5,0,CU,10,AWG
11466,KSA2020121749,S0108-020C-0005,2020121749,BN,1,0.5,0,CU,10,AWG
11467,KSA2020121753,S0108-020C-0005,2020121753,BN,1,0.5,0,CU,10,AWG
11468,KSA2020121743,S0108-020C-0005,2020121743,BN,1,0.5,0,CU,10,AWG
11469,KSA2020121754,S0108-020C-0005,2020121754,BN,1,0.5,0,CU,10,AWG
11470,KSA2020120041,S0108-012f-0006,2020120041,AN,1,0.5,0,CU,10,AWG
11471,KSA2020121624,S0108-0020-0007,2020121624,BN,1,0.5,0,CU,10,AWG
11472,KSA2020121744,S0108-020C-0005,2020121744,BN,1,0.5,0,CU,10,AWG
11473,KSA2020120101,S0108-012f-0010,2020120101,AN,1,0.5,0,CU,10,AWG
11474,KSA2020121751,S0108-020C-0005,2020121751,BN,1,0.5,0,CU,10,AWG
11475,KSA2020121741,S0108-020C-0005,2020121741,BN,1,0.5,0,CU,10,AWG
11476,KSA2020121748,S0108-020C-0005,2020121748,BN,1,0.5,0,CU,10,AWG
11477,KSA2020121750,S0108-020C-0005,2020121750,BN,1,0.5,0,CU,10,AWG
11478,KSA2020121756,S0108-020C-0005,2020121756,BN,1,0.5,0,CU,10,AWG
11479,KSA2020121746,S0108-020C-0005,2020121746,BN,1,0.5,0,CU,10,AWG
11480,KSA2020121745,S0108-020C-0005,2020121745,BN,1,0.5,0,CU,10,AWG
11481,KSA2020121747,S0108-020C-0005,2020121747,BN,1,0.5,0,CU,10,AWG
11482,KSA2020140425,S000090-0000001,2020140425,BN,1,0.5,0,CU,10,AWG
11483,KSA2020141963,S000073-0000004,2020141963,BN,1,0.5,0,CU,10,AWG
11484,KSA2020140046,S000090-0000010,2020140046,BN,1,0.5,0,CU,10,AWG
11485,KSA2020141964,S000073-0000004,2020141964,BN,1,0.5,0,CU,10,AWG
11486,KSA2020140295,S000090-0000007,2020140295,BN,1,0.5,0,CU,10,AWG
11487,KSA2020140340,S000090-0000006,2020140340,BN,1,0.5,0,CU,10,AWG
11488,KSA2020141572,S000045-0000002,2020141572,AN,1,0.5,0,CU,10,AWG
11489,KSA2020140280,S000090-0000008,2020140280,BN,1,0.5,0,CU,10,AWG
11490,KSA2020151231,S0100-0006-0002,2020151231,CN,1,0.5,0,CU,10,AWG
11491,KSA2020151234,S0100-0006-0002,2020151234,CN,1,0.5,0,CU,10,AWG
11492,KSA2020150841,S0100-0028-0011,2020150841,CN,1,0.5,0,CU,10,AWG
11493,KSA2020151230,S0100-0006-0002,2020151230,CN,1,0.5,0,CU,10,AWG
11494,KSA2020151232,S0100-0006-0002,2020151232,CN,1,0.5,0,CU,10,AWG
11495,KSA2020151235,S0100-0006-0002,2020151235,CN,1,0.5,0,CU,10,AWG
11496,KSA2020151233,S0100-0006-0002,2020151233,CN,1,0.5,0,CU,10,AWG
11497,KSA2020161596,S0100-0079-0007,2020161596,CN,1,0.5,0,CU,10,AWG
11498,KSA2020161599,S0100-0079-0007,2020161599,CN,1,0.5,0,CU,10,AWG
11499,KSA2020161595,S0100-0079-0007,2020161595,CN,1,0.5,0,CU,10,AWG
11500,KSA2020161604,S0100-0079-0007,2020161604,CN,1,0.5,0,CU,10,AWG
11501,KSA2020161597,S0100-0079-0007,2020161597,CN,1,0.5,0,CU,10,AWG
11502,KSA2020161602,S0100-0079-0007,2020161602,CN,1,0.5,0,CU,10,AWG
11503,KSA2020161601,S0100-0079-0007,2020161601,CN,1,0.5,0,CU,10,AWG
11504,KSA2020161598,S0100-0079-0007,2020161598,CN,1,0.5,0,CU,10,AWG
11505,KSA2020161600,S0100-0079-0007,2020161600,CN,1,0.5,0,CU,10,AWG
11506,KSA2020170416,S0130-0031-0008,2020170416,BN,1,0.5,0,CU,10,AWG
11507,KSA2020171595,S0130-0031-0004,2020171595,BN,1,0.5,0,CU,10,AWG
11508,KSA2020171600,S0130-0031-0004,2020171600,BN,1,0.5,0,CU,10,AWG
11509,KSA2020171598,S0130-0031-0004,2020171598,BN,1,0.5,0,CU,10,AWG
11510,KSA2020171596,S0130-0031-0004,2020171596,BN,1,0.5,0,CU,10,AWG
11511,KSA2020170257,S0130-0016-0019,2020170257,AN,1,0.5,0,CU,10,AWG
11512,KSA2020171597,S0130-0031-0004,2020171597,BN,1,0.5,0,CU,10,AWG
11513,KSA2020171599,S0130-0031-0004,2020171599,BN,1,0.5,0,CU,10,AWG
11514,KSA2020170473,S0130-0031-0010,2020170473,BN,1,0.5,0,CU,10,AWG
11515,KSA2020180719,S0130-0063-0009,2020180719,BN,1,0.5,0,CU,10,AWG
11516,KSA2020180718,S0130-0063-0009,2020180718,BN,1,0.5,0,CU,10,AWG
11517,KSA2020191121,S0100-072Y-0001,2020191121,CN,1,0.5,0,CU,10,AWG
11518,KSA2020190870,S0100-072Y-0015,2020190870,CN,1,0.5,0,CU,10,AWG
11519,KSA2020200555,S000054-000005k,2020200555,AN,1,0.5,0,CU,10,AWG
11520,KSA2020201177,S0130-0088-004n,2020201177,BN,1,0.5,0,CU,10,AWG
11521,KSA2020201184,S0130-0088-004n,2020201184,BN,1,0.5,0,CU,10,AWG
11522,KSA2020201182,S0130-0088-004n,2020201182,BN,1,0.5,0,CU,10,AWG
11523,KSA2020201183,S0130-0088-004n,2020201183,BN,1,0.5,0,CU,10,AWG
11524,KSA2020201179,S0130-0088-004n,2020201179,BN,1,0.5,0,CU,10,AWG
11525,KSA2020201176,S0130-0088-004n,2020201176,BN,1,0.5,0,CU,10,AWG
11526,KSA2020201000,S0130-0088-004n,2020201000,BN,1,0.5,0,CU,10,AWG
11527,KSA2020200220,S000054-000005e,2020200220,AN,1,0.5,0,CU,10,AWG
11528,KSA2020201178,S0130-0088-004n,2020201178,BN,1,0.5,0,CU,10,AWG
11529,KSA2020201181,S0130-0088-004n,2020201181,BN,1,0.5,0,CU,10,AWG
11530,KSA2020210170,S0130-0088-004n,2020210170,BN,1,0.5,0,CU,10,AWG
11531,KSA2020210357,S0130-0088-004n,2020210357,BN,1,0.5,0,CU,10,AWG
11532,KSA2020210364,S0130-0088-004n,2020210364,BN,1,0.5,0,CU,10,AWG
11533,KSA2020241681,S0130-0088-0007,2020241681,BN,1,0.5,0,CU,10,AWG
11534,KSA2020240840,S0130-0088-0005,2020240840,BN,1,0.5,0,CU,10,AWG
11535,KSA2020250371,S0054-0020-012A,2020250371,BN,1,0.5,0,CU,10,AWG
11536,KSA2020250372,S0054-0020-012A,2020250372,BN,1,0.5,0,CU,10,AWG
11537,KSA2020270476,S0130-0098-0017,2020270476,BN,1,0.5,0,CU,10,AWG
11538,KSA2020270475,S0130-0098-0017,2020270475,BN,1,0.5,0,CU,10,AWG
11539,KSA2020270477,S0130-0098-0017,2020270477,BN,1,0.5,0,CU,10,AWG
11540,KSA2020270478,S0130-0098-0017,2020270478,BN,1,0.5,0,CU,10,AWG
11541,KSA2020290135,S0130-0098-0017,2020290135,BN,1,0.5,0,CU,10,AWG
11542,KSA2020300259,S100-71-03-0002,2020300259,CN,1,0.5,0,CU,10,AWG
11543,KSA2020310574,S130-31-04-004b,2020310574,AN,1,0.5,0,CU,10,AWG
11544,KSA2020310575,S130-31-04-004b,2020310575,AN,1,0.5,0,CU,10,AWG
11545,KSA2020340730,S0044-0029-0015,2020340730,AN,1,0.5,0,CU,10,AWG
11546,KSA2020340728,S0044-0029-0015,2020340728,AN,1,0.5,0,CU,10,AWG
11547,KSA2020340733,S0044-0029-0015,2020340733,AN,1,0.5,0,CU,10,AWG
11548,KSA2020340732,S0044-0029-0015,2020340732,AN,1,0.5,0,CU,10,AWG
11549,KSA2020340731,S0044-0029-0015,2020340731,AN,1,0.5,0,CU,10,AWG
11550,KSA2020390260,S130-88-18-0022,2020390260,BN,1,0.5,0,CU,10,AWG
11551,KSA2020400573,S130-53-20F-004,2020400573,CN,1,0.5,0,CU,10,AWG
11552,KSA2020410699,S100-13ag6-0016,2020410699,CN,1,0.5,0,CU,10,AWG
11553,KSA2020410697,S100-13ag6-0016,2020410697,CN,1,0.5,0,CU,10,AWG
11554,KSA2020410700,S100-13ag6-0016,2020410700,CN,1,0.5,0,CU,10,AWG
11555,KSA2020410698,S100-13ag6-0016,2020410698,CN,1,0.5,0,CU,10,AWG
11556,KSA2020430160,S0100-072M-0010,2020430160,CN,1,0.5,0,CU,10,AWG
11557,KSA2020450436,S0100-0085-006D,2020450436,CN,1,0.5,0,CU,10,AWG
11558,KSA2020450435,S0100-0085-006D,2020450435,CN,1,0.5,0,CU,10,AWG
11559,KSA2020450434,S0100-0085-006D,2020450434,CN,1,0.5,0,CU,10,AWG
11560,KSA2020460653,S0100-013m-016c,2020460653,CN,1,0.5,0,CU,10,AWG
11561,KSA2020470232,S0100-013m-016c,2020470232,CN,1,0.5,0,CU,10,AWG
11562,KSA2020470231,S0100-013m-016c,2020470231,CN,1,0.5,0,CU,10,AWG
11563,KSA2020480397,S0100-13bj-0003,2020480397,CN,1,0.5,0,CU,10,AWG
11564,KSA2020480396,S0100-13bj-0003,2020480396,CN,1,0.5,0,CU,10,AWG
11565,KSA2020480398,S0100-13bj-0003,2020480398,CN,1,0.5,0,CU,10,AWG
11566,KSA2020480395,S0100-13bj-0003,2020480395,CN,1,0.5,0,CU,10,AWG
11567,KSA2020510018,S0049-0003-0012,2020510018,BN,1,0.5,0,CU,10,AWG
11568,KSA2020510020,S0049-0003-0012,2020510020,BN,1,0.5,0,CU,10,AWG
11569,KSA2020510022,S0049-0003-0012,2020510022,BN,1,0.5,0,CU,10,AWG
11570,KSA2020510019,S0049-0003-0012,2020510019,BN,1,0.5,0,CU,10,AWG
11571,KSA2020510021,S0049-0003-0012,2020510021,BN,1,0.5,0,CU,10,AWG
11572,KSA2020510023,S0049-0003-0012,2020510023,BN,1,0.5,0,CU,10,AWG
11573,KSA2020550967,S0130-0088-0001,2020550967,BN,1,0.5,0,CU,10,AWG
11574,KSA2020550973,S0130-0088-0001,2020550973,BN,1,0.5,0,CU,10,AWG
11575,KSA2020550983,S0130-0088-0001,2020550983,BN,1,0.5,0,CU,10,AWG
11576,KSA2020550996,S0130-0088-0001,2020550996,BN,1,0.5,0,CU,10,AWG
11577,KSA2020551024,S0130-0088-0001,2020551024,BN,1,0.5,0,CU,10,AWG
11578,KSA2020551026,S0130-0088-0001,2020551026,BN,1,0.5,0,CU,10,AWG
11579,KSA2020551051,S0130-0088-0001,2020551051,BN,1,0.5,0,CU,10,AWG
11580,KSA2020551061,S0130-0088-0001,2020551061,BN,1,0.5,0,CU,10,AWG
11581,KSA2020551094,S0130-0088-0001,2020551094,BN,1,0.5,0,CU,10,AWG
11582,KSA2020550862,S0130-0088-0001,2020550862,BN,1,0.5,0,CU,10,AWG
11583,KSA2020550864,S0130-0088-0001,2020550864,BN,1,0.5,0,CU,10,AWG
11584,KSA2020550893,S0130-0088-0001,2020550893,BN,1,0.5,0,CU,10,AWG
11585,KSA2020550916,S0130-0088-0001,2020550916,BN,1,0.5,0,CU,10,AWG
11586,KSA2020550960,S0130-0088-0001,2020550960,BN,1,0.5,0,CU,10,AWG
11587,KSA2020550977,S0130-0088-0001,2020550977,BN,1,0.5,0,CU,10,AWG
11588,KSA2020550987,S0130-0088-0001,2020550987,BN,1,0.5,0,CU,10,AWG
11589,KSA2020551025,S0130-0088-0001,2020551025,BN,1,0.5,0,CU,10,AWG
11590,KSA2020551031,S0130-0088-0001,2020551031,BN,1,0.5,0,CU,10,AWG
11591,KSA2020551042,S0130-0088-0001,2020551042,BN,1,0.5,0,CU,10,AWG
11592,KSA2020550858,S0130-0088-0001,2020550858,BN,1,0.5,0,CU,10,AWG
11593,KSA2020550882,S0130-0088-0001,2020550882,BN,1,0.5,0,CU,10,AWG
11594,KSA2020550896,S0130-0088-0001,2020550896,BN,1,0.5,0,CU,10,AWG
11595,KSA2020550904,S0130-0088-0001,2020550904,BN,1,0.5,0,CU,10,AWG
11596,KSA2020551049,S0130-0088-0001,2020551049,BN,1,0.5,0,CU,10,AWG
11597,KSA2020551050,S0130-0088-0001,2020551050,BN,1,0.5,0,CU,10,AWG
11598,KSA2020551073,S0130-0088-0001,2020551073,BN,1,0.5,0,CU,10,AWG
11599,KSA2020550869,S0130-0088-0001,2020550869,BN,1,0.5,0,CU,10,AWG
11600,KSA2020550872,S0130-0088-0001,2020550872,BN,1,0.5,0,CU,10,AWG
11601,KSA2020550874,S0130-0088-0001,2020550874,BN,1,0.5,0,CU,10,AWG
11602,KSA2020550884,S0130-0088-0001,2020550884,BN,1,0.5,0,CU,10,AWG
11603,KSA2020550895,S0130-0088-0001,2020550895,BN,1,0.5,0,CU,10,AWG
11604,KSA2020550912,S0130-0088-0001,2020550912,BN,1,0.5,0,CU,10,AWG
11605,KSA2020550921,S0130-0088-0001,2020550921,BN,1,0.5,0,CU,10,AWG
11606,KSA2020551019,S0130-0088-0001,2020551019,BN,1,0.5,0,CU,10,AWG
11607,KSA2020551030,S0130-0088-0001,2020551030,BN,1,0.5,0,CU,10,AWG
11608,KSA2020551044,S0130-0088-0001,2020551044,BN,1,0.5,0,CU,10,AWG
11609,KSA2020551046,S0130-0088-0001,2020551046,BN,1,0.5,0,CU,10,AWG
11610,KSA2020551057,S0130-0088-0001,2020551057,BN,1,0.5,0,CU,10,AWG
11611,KSA2020551067,S0130-0088-0001,2020551067,BN,1,0.5,0,CU,10,AWG
11612,KSA2020551089,S0130-0088-0001,2020551089,BN,1,0.5,0,CU,10,AWG
11613,KSA2020550951,S0130-0088-0001,2020550951,BN,1,0.5,0,CU,10,AWG
11614,KSA2020550955,S0130-0088-0001,2020550955,BN,1,0.5,0,CU,10,AWG
11615,KSA2020550958,S0130-0088-0001,2020550958,BN,1,0.5,0,CU,10,AWG
11616,KSA2020550970,S0130-0088-0001,2020550970,BN,1,0.5,0,CU,10,AWG
11617,KSA2020550980,S0130-0088-0001,2020550980,BN,1,0.5,0,CU,10,AWG
11618,KSA2020551002,S0130-0088-0001,2020551002,BN,1,0.5,0,CU,10,AWG
11619,KSA2020551006,S0130-0088-0001,2020551006,BN,1,0.5,0,CU,10,AWG
11620,KSA2020551012,S0130-0088-0001,2020551012,BN,1,0.5,0,CU,10,AWG
11621,KSA2020551016,S0130-0088-0001,2020551016,BN,1,0.5,0,CU,10,AWG
11622,KSA2020551037,S0130-0088-0001,2020551037,BN,1,0.5,0,CU,10,AWG
11623,KSA2020551045,S0130-0088-0001,2020551045,BN,1,0.5,0,CU,10,AWG
